2026-04-28 09:33:48.497 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-28 09:33:55.174 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-28 09:33:59.635 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-28 09:35:56.435 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-28 09:36:03.342 | INFO     | app.core.logger:<module>:40 - Logger initialized successfully
2026-04-28 09:36:30.428 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-28 09:36:31.100 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-28 09:36:32.357 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:36:32.459 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:36:34.792 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:36:35.151 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:36:35.217 | INFO     | app.api.v1.groups:get_groups:25 - 获取组列表 by admin
2026-04-28 09:36:35.497 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:36:35.800 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:36:35.872 | INFO     | app.api.v1.tasks:get_tasks:27 - 获取任务列表 by admin
2026-04-28 09:36:36.264 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:36:36.508 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:36:36.535 | INFO     | app.api.v1.groups:get_groups:25 - 获取组列表 by admin
2026-04-28 09:36:38.656 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:36:38.784 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:41:58.512 | INFO     | app.api.v1.auth:login:22 - 登录尝试: admin
2026-04-28 09:41:59.121 | INFO     | app.api.v1.auth:login:55 - 登录成功: admin
2026-04-28 09:41:59.811 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:41:59.864 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:05.247 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:05.337 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:05.347 | INFO     | app.api.v1.groups:get_groups:25 - 获取组列表 by admin
2026-04-28 09:42:05.426 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:05.865 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:05.883 | INFO     | app.api.v1.tasks:get_tasks:27 - 获取任务列表 by admin
2026-04-28 09:42:07.908 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:08.124 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:08.132 | INFO     | app.api.v1.groups:get_groups:25 - 获取组列表 by admin
2026-04-28 09:42:09.421 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:09.451 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:11.952 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:11.964 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:12.046 | INFO     | app.api.v1.groups:update_group:181 - 组更新成功: 1 by admin
2026-04-28 09:42:12.285 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:12.993 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:13.154 | INFO     | app.api.v1.groups:get_groups:25 - 获取组列表 by admin
2026-04-28 09:42:15.879 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:16.026 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:16.058 | INFO     | app.api.v1.groups:get_groups:25 - 获取组列表 by admin
2026-04-28 09:42:16.197 | INFO     | app.core.auth:get_current_user:75 - 收到认证请求，Token前10个字符: eyJhbGciOi
2026-04-28 09:42:16.408 | INFO     | app.core.auth:get_current_user:112 - 用户认证成功: admin
2026-04-28 09:42:16.474 | INFO     | app.api.v1.tasks:get_tasks:27 - 获取任务列表 by admin
